,season,completions,attempts,passing_yards,passing_tds,passing_air_yards,passing_yards_after_catch,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,pacr,racr,target_share,air_yards_share,wopr_x,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,age,predicted_points
109,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,66,94,770.0,4,2.0,2.0,876.0,248.0,37.0,9.49708630586398,0,0.0,14.987318790665505,3.0649776298969846,3.675877511941936,7.170580703204832,13,0.2227488151658767,0.2914171656686626,0.1918020108275328,0.5672569552837453,0.2589976454759502,0.3636363636363636,0.2661870503597122,0.2733333333333333,0.3113170045561569,0.2799253891080329,1.8246445497630333,0.1757374504053821,25,104.40129
129,2021,2,2,45.0,0,11.0,34.0,0,1,9.0,0,0.0,0.0,0.0,0.923072559235152,0,83,126,866.0,2,1.0,1.0,1221.0,222.0,42.0,16.989091447288686,2,4.090909090909091,12.137931814400524,3.818217656762049,4.795831940691399,9.084408843627052,16,0.2368421052631578,0.2857477182307512,0.1151452282157676,0.5838613324793378,0.2123069379749938,0.0833333333333333,0.2258064516129032,0.2095238095238095,0.1478201356541636,0.1865122170466617,1.6278195488721805,0.1269108150085833,25,102.90468
177,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,35,63,549.0,6,0.0,0.0,846.0,132.0,29.0,20.69838585724808,0,0.0,12.51008606316706,1.6893925364509967,2.5668818100380286,4.330906071703115,15,0.1095652173913043,0.1788583509513742,0.0863874345549738,0.3074345068480559,0.1387414708112206,0.1935483870967742,0.1394230769230769,0.1464435146443514,0.1661449289539974,0.1497028540683313,0.954782608695652,0.0842264413492286,22,98.8716
232,2021,0,0,0.0,0,0.0,0.0,0,5,54.0,1,0.0,0.0,3.0,5.487859735818347,0,43,77,538.0,5,0.0,0.0,899.0,207.0,24.0,-0.3437747868831327,0,0.0,7.50884552428569,2.148386178422683,3.336006062050485,5.557783511069364,11,0.1799065420560747,0.2888817480719794,0.1436502428868841,0.5009652115416956,0.187652598535054,0.3333333333333333,0.1678321678321678,0.1835443037974683,0.2604929659341937,0.2167887454947099,1.2570093457943925,0.1498297881567249,21,97.63884
105,2021,1,1,16.0,0,15.0,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,58,98,776.0,2,0.0,0.0,1509.0,135.0,35.0,20.10111837010122,1,1.0666666666666669,10.128864363037687,3.09028538187106,5.207066895984313,8.280374899995609,17,0.1811460258780036,0.3307759754493643,0.0778546712802768,0.536339819176497,0.2012448132780083,0.1,0.1955307262569832,0.185929648241206,0.1506224066390041,0.1809958506224066,1.4343807763401109,0.1101191785038919,26,97.18681
2,2021,0,0,0.0,0,0.0,0.0,0,2,31.0,0,0.0,0.0,2.0,2.025341064610984,0,42,72,626.0,4,0.0,0.0,1077.0,85.0,31.0,25.777480036758917,0,0.0,10.59797690838941,1.9957457676766772,3.4014869204364957,5.374659495820563,14,0.1311475409836065,0.244661517492049,0.0552306692657569,0.3924505254690491,0.1619244697361614,0.1290322580645161,0.154228855721393,0.1508620689655172,0.1454783639003387,0.1553460274018323,1.140255009107468,0.091716924105464,34,95.408615
19,2021,0,0,0.0,0,0.0,0.0,0,8,46.0,1,0.0,0.0,1.0,1.9396912073134445,0,45,69,556.0,4,0.0,0.0,563.0,198.0,34.0,29.56531766193761,1,0.0,9.41497256872314,1.9589071515701504,1.9122299474569917,4.27692169057512,9,0.2123076923076923,0.2079025110782865,0.1563981042654028,0.4847835473241677,0.2002881844380403,0.1739130434782608,0.2481751824817518,0.2375,0.1871006139581505,0.1950131562460844,1.7107692307692308,0.1427174568831006,29,94.14459
103,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,42,60,568.0,5,0.0,0.0,641.0,187.0,32.0,36.73909083536926,0,0.0,19.610158014732264,1.61565275136528,2.3538321589899422,4.07116163834088,16,0.0940438871473354,0.1384449244060475,0.0712380952380952,0.2518217702458412,0.1190526095158247,0.1388888888888889,0.1240310077519379,0.1258503401360544,0.1289707492023568,0.1230198653904376,0.890282131661442,0.0757762951980891,28,94.00894
55,2021,0,0,0.0,0,0.0,0.0,0,3,36.0,0,0.0,0.0,1.0,2.224925854592584,0,53,110,519.0,5,0.0,0.0,1156.0,158.0,27.0,-28.594330022858596,0,0.0,10.154098182183292,3.104134815537487,4.182035921353724,7.583627368253837,17,0.1836393989983305,0.2612429378531073,0.0866703236423477,0.4844534487799817,0.1452560873215785,0.3571428571428571,0.1551724137931034,0.1702127659574468,0.2511994722322178,0.1876334412858342,0.8664440734557596,0.1121984413732765,28,92.169846
26,2021,0,0,0.0,0,0.0,0.0,0,2,14.0,0,0.0,0.0,1.0,0.465976511593908,0,44,82,537.0,5,0.0,0.0,1092.0,151.0,27.0,9.278478546044834,0,0.0,7.570607872977802,2.4896439240919217,3.714189645125371,6.334398637725642,14,0.1733615221987315,0.2660818713450292,0.0965473145780051,0.4729077803741207,0.1540005735589331,0.2083333333333333,0.1666666666666666,0.1720430107526881,0.1811669534461332,0.1648671255138132,1.135306553911205,0.1032981804797644,29,91.51137
52,2021,0,0,0.0,0,0.0,0.0,0,4,28.0,0,0.0,0.0,2.0,1.4138049385510385,0,48,71,576.0,4,0.0,0.0,725.0,262.0,27.0,17.047283275853175,0,0.0,14.348861983364822,2.2414740949264464,3.804086712007604,6.025071840794992,16,0.1276978417266187,0.2053824362606232,0.1329274479959411,0.3558527115984267,0.1590281612368857,0.1904761904761904,0.149171270718232,0.1534653465346534,0.174752175856538,0.1653177670847466,1.0359712230215827,0.1013642836362522,27,91.30229
136,2021,0,0,0.0,0,0.0,0.0,0,8,46.0,0,1.0,1.0,2.0,-1.5545336874201894,0,59,83,693.0,2,1.0,1.0,612.0,502.0,33.0,17.99454054358648,0,0.0,39.42471836123554,2.171196071424179,2.3189625265574185,4.8800678757264615,17,0.1229629629629629,0.1233622253577907,0.1840175953079179,0.283134224730677,0.1403686449260684,0.054054054054054,0.1235955056179775,0.1151315789473684,0.0972113494900612,0.1231057267516655,1.0266666666666666,0.0800258990844446,23,88.78032
31,2021,0,0,0.0,0,0.0,0.0,0,6,40.0,2,1.0,0.0,4.0,5.013085333448405,0,52,87,570.0,2,1.0,1.0,677.0,286.0,28.0,-13.182096038417802,0,0.0,14.61588888507212,2.9378012287729653,2.953231408618899,6.473963829192677,12,0.2396694214876033,0.2382125263898662,0.2300884955752212,0.550074153343298,0.2256532066508313,0.1333333333333333,0.2276422764227642,0.217391304347826,0.1794932699920823,0.2071892319873317,1.5702479338842976,0.1412579391210145,29,88.24556
4,2021,0,0,0.0,0,0.0,0.0,0,1,6.0,0,0.0,0.0,0.0,0.308483928674832,0,42,62,545.0,4,0.0,0.0,734.0,190.0,29.0,33.95373083089263,0,0.0,5.257426073877827,1.6163659903950889,2.13600970526062,3.919755779275068,7,0.2094594594594594,0.2655571635311143,0.1826923076923076,0.5266349200140806,0.2354211663066954,0.2,0.2338709677419354,0.2291666666666666,0.2177105831533477,0.2283369330453563,1.841216216216216,0.1486071910663885,33,87.847
147,2021,0,0,0.0,0,0.0,0.0,0,7,34.0,0,1.0,0.0,2.0,-0.9758450072258712,0,31,48,448.0,3,0.0,0.0,503.0,149.0,21.0,26.991135289979866,0,0.0,16.755127635752636,1.17530671408839,1.737951993008745,2.9795264662387067,16,0.0751173708920187,0.1039685820587019,0.0679744525547445,0.1958509219849897,0.095767421975203,0.081081081081081,0.0886075949367088,0.0875912408759124,0.088424251528142,0.0928301537963786,0.701095461658842,0.0570616759225558,24,86.074234
138,2021,0,0,0.0,0,0.0,0.0,0,5,41.0,0,0.0,0.0,1.0,1.137280760682188,0,36,59,570.0,3,0.0,0.0,590.0,241.0,23.0,9.929468594910391,0,0.0,12.685057930237772,1.9668584273038143,2.7544547774755257,4.878405985188589,13,0.1471321695760598,0.1944627554383652,0.1881342701014832,0.3762684587147819,0.2071973827699018,0.1071428571428571,0.1678832116788321,0.1575757575757575,0.1571701199563795,0.1871864776444929,1.4214463840399003,0.1065602607069453,24,84.887054
9,2021,0,1,0.0,0,19.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,82,112,693.0,1,1.0,0.0,630.0,305.0,34.0,5.137129305082187,1,0.0,28.944481890557235,2.947260320444524,2.073978501991205,5.872675432060628,16,0.1842105263157894,0.1249008723235527,0.1901496259351621,0.3762364873325263,0.1675531914893617,0.0303030303030303,0.1574074074074074,0.1405622489959839,0.098928110896196,0.1401031592520954,1.1398026315789471,0.1004958552556872,32,83.56751
180,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,34,58,597.0,3,1.0,1.0,904.0,146.0,26.0,25.969869365794,0,0.0,16.350868975906415,1.961943101955052,3.7411647630252816,5.561729987050275,13,0.1472081218274111,0.2813569872393401,0.1068814055636896,0.4458977725325889,0.208449720670391,0.1578947368421052,0.1870503597122302,0.1835443037974683,0.1831722287562481,0.1983387239047339,1.515228426395939,0.1010724552222304,22,82.19283
198,2021,0,0,0.0,0,0.0,0.0,0,1,0.0,0,0.0,0.0,0.0,-1.831444220151752,0,34,59,571.0,3,1.0,0.0,827.0,190.0,26.0,18.28261658765647,0,0.0,13.67508193089784,1.6410125208989887,2.7878180219581807,4.412991396719209,16,0.0978441127694859,0.1662645757941294,0.0856627592425608,0.2797778297895325,0.1239418276535706,0.1363636363636363,0.1262135922330097,0.1271929824561403,0.1301527320086035,0.1264261893955838,0.9469320066334992,0.0749477907232358,23,81.94391
188,2021,0,0,0.0,0,0.0,0.0,0,1,3.0,0,0.0,0.0,0.0,-0.1665062756510451,0,43,62,647.0,1,0.0,0.0,746.0,253.0,25.0,29.764245467151884,1,0.0,14.019580560005188,2.3018379569581406,3.021229343334939,5.567617475771668,17,0.1255060728744939,0.1763593380614657,0.1463273568536726,0.3293465797609134,0.1804741980474198,0.05,0.1497005988023952,0.1390374331550802,0.1152370990237099,0.1543793584379358,1.3097165991902835,0.0820135746606334,23,81.404144
175,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,38,57,476.0,4,1.0,1.0,597.0,144.0,23.0,21.76941456151971,0,0.0,16.004650560921622,1.8162447585871957,2.6538230747184626,4.582043290183717,15,0.1175257731958762,0.1643722466960352,0.0936890045543266,0.3077864571506425,0.1454323250840207,0.2,0.1345029239766081,0.1413612565445026,0.1727161625420104,0.1563458600672166,0.981443298969072,0.0853345176537766,24,78.79831
90,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,34,59,492.0,4,2.0,1.0,765.0,129.0,23.0,-0.8347992301747356,0,0.0,5.783907154094891,1.6625274133354244,2.573082502437772,4.294948871709577,9,0.1750741839762611,0.2804252199413489,0.1328527291452111,0.4869514519174709,0.2251716247139588,0.4,0.23,0.2454545454545454,0.3125858123569794,0.260137299771167,1.459940652818991,0.1557826151340145,26,77.84022
7,2021,0,0,0.0,0,0.0,0.0,0,1,1.0,0,0.0,0.0,0.0,-0.461276305723004,0,28,39,375.0,5,0.0,0.0,307.0,138.0,21.0,21.41415860190697,0,0.0,13.942394888086737,1.140007471708136,1.0916694930670092,2.47417985270911,11,0.0997442455242966,0.0963288358958268,0.0880102040816326,0.2266794370031064,0.1275076504590275,0.2272727272727272,0.1458333333333333,0.1566265060240964,0.1773901888658774,0.1474606658217674,0.959079283887468,0.0933283870589843,31,74.871956
37,2021,0,0,0.0,0,0.0,0.0,0,3,11.0,0,0.0,0.0,0.0,-0.5019328654743731,0,37,64,473.0,3,0.0,0.0,914.0,104.0,23.0,3.639473476525111,0,0.0,9.488864967413042,2.217822331177594,3.72635590183936,5.935182628053943,14,0.1419068736141907,0.2521379310344827,0.0638820638820638,0.4145706552488722,0.1342224744608399,0.15,0.14375,0.1444444444444444,0.1421112372304199,0.1373779795686719,1.048780487804878,0.0831617552438553,28,72.65941
42,2021,0,0,0.0,0,0.0,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0,51,71,447.0,2,1.0,1.0,448.0,174.0,22.0,6.594944275106749,1,0.0,12.33445979926402,2.007993109161366,1.9951163147283264,4.408571084051878,12,0.1602708803611738,0.145407335280753,0.1103360811667723,0.3567321887663631,0.1492487479131886,0.125,0.1486486486486486,0.1463414634146341,0.1371243739565943,0.1443989983305509,1.0090293453724606,0.1115177391481142,28,72.01465
187,2021,0,0,0.0,0,0.0,0.0,0,11,41.0,0,0.0,0.0,2.0,-1.259074146510102,0,63,100,619.0,0,1.0,1.0,554.0,389.0,30.0,3.533698607247956,0,0.0,30.97939114352149,2.974039980899737,2.1104536452424303,5.938377523019307,16,0.1769911504424778,0.1263686131386861,0.2474554707379135,0.3665816161746656,0.1823806717737183,0.0,0.1851851851851851,0.1724137931034483,0.0911903358868591,0.1459045374189746,1.095575221238938,0.1123436477186278,23,70.91251
101,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,26,55,430.0,3,0.0,0.0,985.0,146.0,18.0,10.75725626908262,0,0.0,4.897845505075898,1.6350371999565547,3.3065053279792465,4.7671095295203045,11,0.1413881748071979,0.3126984126984127,0.0903465346534653,0.4622409923695271,0.139655732380643,0.12,0.1125,0.1135135135135135,0.1298278661903215,0.1357245859045144,1.1053984575835476,0.078480190517428,27,69.24144
36,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,40,73,515.0,2,0.0,0.0,856.0,104.0,29.0,24.061896761366867,0,0.0,5.704694701091393,2.1902616801518837,3.289272518943592,5.587883283488338,9,0.2295597484276729,0.3589098532494759,0.1473087818696883,0.6314675052410901,0.2931132612407512,0.25,0.3020833333333333,0.2980769230769231,0.2715566306203756,0.284490608992601,1.619496855345912,0.1619515553608312,28,68.65892
111,2021,0,0,0.0,0,0.0,0.0,0,7,40.0,2,0.0,0.0,3.0,5.014443893858697,0,46,65,431.0,2,1.0,1.0,332.0,264.0,22.0,7.82737549621379,0,0.0,19.348513126939103,2.012035543562881,1.3113573880501646,3.9360034869794367,15,0.1201478743068391,0.0839656044511886,0.145374449339207,0.2473942950212097,0.1190936722851616,0.1111111111111111,0.1229050279329608,0.1218274111675127,0.1151023916981363,0.1174971600503515,0.7966728280961183,0.0997233110445007,26,68.40352
181,2021,0,0,0.0,0,0.0,0.0,0,5,32.0,0,0.0,0.0,2.0,1.1700817013625056,0,25,40,343.0,4,0.0,0.0,324.0,206.0,12.0,13.233259284678148,0,0.0,35.677004026394926,1.4884071246061907,1.1717313028227254,3.052822598885194,16,0.0849256900212314,0.0732534478860501,0.1208211143695014,0.1859912933406872,0.0947513812154696,0.1428571428571428,0.0764331210191082,0.0864864864864864,0.1188042620363062,0.1043725335438042,0.7282377919320594,0.0630788303070079,23,68.232155
233,2021,0,0,0.0,0,0.0,0.0,0,1,6.0,0,0.0,0.0,0.0,0.2198338920716196,0,33,49,353.0,4,0.0,0.0,489.0,100.0,18.0,12.516901655180872,0,0.0,16.021569093913925,1.2929485775902485,1.5940455965923443,3.055254784000013,15,0.0820770519262981,0.1075907590759076,0.0466635557629491,0.2091881851501733,0.0782531589448016,0.1290322580645161,0.079295154185022,0.0852713178294573,0.1036427085046588,0.0884089787687445,0.5912897822445561,0.0587810989344739,22,67.789185
196,2021,0,0,0.0,0,0.0,0.0,0,3,16.0,0,0.0,0.0,0.0,-1.1415737977949902,0,24,36,469.0,2,0.0,0.0,608.0,109.0,16.0,31.073412227007797,0,0.0,6.314689409627237,1.0112043798808503,1.8077133270260888,2.7822058987395377,7,0.1353383458646616,0.255677039529016,0.1140167364016736,0.4075491504202053,0.2066989863375936,0.1666666666666666,0.1702127659574468,0.1698113207547169,0.1866828265021301,0.1986925224034082,1.763157894736842,0.1181058340088893,22,67.3737
137,2021,0,0,0.0,0,0.0,0.0,0,1,2.0,0,0.0,0.0,1.0,0.5175025649368763,0,31,53,406.0,3,0.0,0.0,477.0,96.0,22.0,12.53971291705966,0,0.0,12.514961433787663,1.688804146868663,2.072545894580934,3.983988346509648,15,0.1039215686274509,0.1271660890429219,0.0611075747931253,0.2576152241755139,0.1117533718689788,0.1578947368421052,0.1235955056179775,0.1269035532994923,0.134824054355542,0.1209816448636041,0.796078431372549,0.0769151706180622,24,66.90677
185,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,24,38,282.0,5,1.0,0.0,355.0,103.0,15.0,18.174912513681285,0,0.0,16.629411115410885,1.3410987097628977,1.573439054824223,3.1130554030213022,13,0.100263852242744,0.1198919284025667,0.0597447795823665,0.2463093210861694,0.0843553694286569,0.25,0.1027397260273972,0.1204819277108433,0.1671776847143284,0.1174842955429255,0.7440633245382586,0.0693834830170842,24,65.05925
91,2021,0,0,0.0,0,0.0,0.0,0,2,3.0,0,0.0,0.0,0.0,-0.5168792470358312,0,47,70,546.0,1,1.0,1.0,979.0,170.0,29.0,6.00350957193494,0,0.0,22.458007689147188,2.0472723314703947,3.666571145917926,5.6375082993481405,15,0.1241134751773049,0.2179430097951914,0.0846192135390741,0.3605246206021106,0.1336597307221542,0.0526315789473684,0.1534391534391534,0.1442307692307692,0.0931456548347613,0.117454100367197,0.9680851063829788,0.0804222357229647,26,65.05754
209,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,46,68,515.0,1,0.0,0.0,598.0,171.0,29.0,14.884151672314443,0,0.0,10.12736897448374,1.933746054393657,2.1072238461914288,4.375675773924487,12,0.1531531531531531,0.1708083404741502,0.1481802426343154,0.3663764021090499,0.1874090247452693,0.0769230769230769,0.2056737588652482,0.1948051948051948,0.1321660508341731,0.1653118351808308,1.15990990990991,0.1028602094969291,22,63.750633
119,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,35,62,445.0,2,0.0,0.0,722.0,123.0,23.0,18.40413693504283,0,0.0,6.601075419915111,1.500748916422994,2.515520416691277,4.011987666318385,9,0.1631578947368421,0.2682020802377414,0.0970797158642462,0.4592985062954563,0.1689445709946848,0.1111111111111111,0.1742424242424242,0.1666666666666666,0.140027841052898,0.1573778790179701,1.1710526315789471,0.0964823484752625,25,63.369026
120,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,32,50,377.0,3,1.0,0.0,480.0,113.0,18.0,13.46562809272691,0,0.0,9.251008644573298,1.6134327080072044,2.074791919334419,3.8725034055449,10,0.1488095238095238,0.1990875155537121,0.102820746132848,0.3824842981572554,0.1732536764705882,0.1875,0.173076923076923,0.175,0.1803768382352941,0.1761029411764706,1.1220238095238095,0.1098667067548607,25,62.82705
228,2021,0,0,0.0,0,0.0,0.0,0,18,76.0,0,0.0,0.0,2.0,-0.1600738250126596,0,54,64,435.0,1,1.0,0.0,92.0,438.0,18.0,1.4988294399605673,0,0.0,9.225539977264114,2.004838608456132,0.2495867895074404,3.1819686653394057,14,0.1361702127659574,0.0260549419427924,0.233102714209686,0.2250992727031701,0.113045738045738,0.0434782608695652,0.1,0.0935960591133004,0.0782619994576516,0.0991322426105034,0.925531914893617,0.0810050163322445,21,61.927086
1,2021,0,0,0.0,0,0.0,0.0,0,1,4.0,0,0.0,0.0,0.0,0.0033527226187288,0,20,34,454.0,2,1.0,1.0,647.0,175.0,12.0,11.046789813728536,0,0.0,10.298019522198787,1.0111582805675805,2.1339702964201117,3.010516628345448,14,0.0691056910569105,0.1531723484848484,0.0953159041394335,0.2261964153732446,0.1150240689130985,0.08,0.0638297872340425,0.0657276995305164,0.0975120344565492,0.1080192551304788,0.9227642276422764,0.058574431256182,35,61.910183
71,2021,0,0,0.0,0,0.0,0.0,0,2,21.0,0,0.0,0.0,0.0,1.917843007016927,0,38,69,384.0,3,1.0,1.0,608.0,121.0,15.0,-12.86810332951071,0,0.0,9.775073468957908,2.246573565978078,2.604893234144365,5.193285612868173,16,0.1399594320486815,0.1593291404612159,0.0770700636942675,0.337402460441995,0.1141837644959857,0.12,0.0961538461538461,0.0994475138121546,0.1170918822479928,0.1153470115967885,0.7789046653144016,0.0680727838527034,27,61.724926
94,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,37,76,521.0,0,0.0,0.0,1050.0,119.0,27.0,-2.502064632965588,0,0.0,7.023553354772107,2.338942362147855,4.474273131993287,6.640404735617084,14,0.16,0.2868068833652007,0.0957361222847948,0.4694455066921606,0.1886997464686707,0.0,0.2,0.1836734693877551,0.0943498732343353,0.1509597971749366,1.0968421052631578,0.0969700927256105,28,59.73169
95,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,29,49,396.0,2,0.0,0.0,668.0,119.0,21.0,18.884278442147465,0,0.0,13.082562757052502,1.5228453910421198,3.146631022796414,4.486909802520669,10,0.153125,0.2925974594831362,0.1068222621184919,0.463765467586509,0.174757281553398,0.1176470588235294,0.1858407079646017,0.1769230769230769,0.1462021701884637,0.1633352370074243,1.2375,0.0936838924146267,26,59.475967
86,2021,0,1,0.0,0,8.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,28,51,449.0,1,0.0,0.0,686.0,85.0,20.0,8.228594383905822,0,0.0,11.236068031200574,1.4863660935307523,2.8742366417629106,4.241514789530166,14,0.103030303030303,0.2029585798816568,0.0499412455934195,0.31691231845078,0.1375191424196018,0.0625,0.1219512195121951,0.1166666666666666,0.1000095712098009,0.1225153139356814,0.907070707070707,0.0714609183950729,28,58.084282
210,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,33,60,446.0,1,0.0,0.0,637.0,131.0,22.0,-0.2516440965145508,0,0.0,12.606634688684832,1.812680096253028,2.7718432828192694,4.65931044235303,14,0.1282051282051282,0.1895269265099672,0.0880968392737054,0.3439292335156661,0.1456088801828273,0.0588235294117647,0.1594202898550724,0.1483870967741935,0.102216204797296,0.1282518100286148,0.9529914529914528,0.0789931211731801,22,57.667847
12,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,23,37,331.0,3,0.0,0.0,476.0,71.0,15.0,20.310024556005374,0,0.0,11.879993375669224,1.3444107560887837,2.121506245438719,3.501670505940278,10,0.1289198606271777,0.2016949152542373,0.0959459459459459,0.3547357231441563,0.1819681143485431,0.2,0.1785714285714285,0.1818181818181818,0.1909840571742715,0.1855744914788345,1.1533101045296168,0.0913957274655878,32,57.6446
60,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,33,51,434.0,1,0.0,0.0,613.0,122.0,22.0,23.1323142503435,0,0.0,8.091804719761376,1.5616434114909723,2.477524157978724,4.076732027821565,12,0.125,0.1847498493068113,0.1159695817490494,0.335299879445449,0.1802325581395348,0.1666666666666666,0.1864406779661017,0.1854838709677419,0.1734496124031007,0.1775193798449612,1.0637254901960784,0.1075409151418652,26,57.504395
6,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,31,48,434.0,1,0.0,0.0,579.0,112.0,19.0,15.380997685733824,0,0.0,9.54805154552669,1.573468660968661,2.4068775343204414,4.0450172654773,10,0.1538461538461538,0.2439949431099873,0.1133603238866396,0.4259651852572206,0.1940966010733452,0.0833333333333333,0.1652173913043478,0.1574803149606299,0.1387149672033392,0.1719439475253428,1.391025641025641,0.0954483937602393,32,57.154587
33,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,38,66,410.0,1,0.0,0.0,746.0,101.0,22.0,8.681412072468035,1,0.0,7.3372058283838015,2.395735293207669,3.275899249790976,5.886732414665187,12,0.1864406779661017,0.2489155822489155,0.1044467425025853,0.478793482748285,0.1802990325417766,0.1111111111111111,0.1981981981981982,0.1916666666666666,0.1457050718264438,0.1664614482556435,1.1581920903954803,0.1056261078600393,28,55.756203
83,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,14,28,223.0,4,0.0,0.0,429.0,37.0,11.0,13.542832518130204,0,0.0,4.716038052229655,0.774057627502678,1.7043513234315557,2.354132367656106,13,0.0602150537634408,0.1263622974963181,0.0264285714285714,0.1914124186422158,0.0710643722115997,0.2222222222222222,0.0666666666666666,0.081967213114754,0.1466432972169109,0.1012959422137242,0.4795698924731182,0.0555340664198485,28,55.280857
117,2021,0,0,0.0,0,0.0,0.0,0,2,13.0,0,0.0,0.0,1.0,0.6088325600139797,0,24,44,285.0,2,0.0,0.0,514.0,79.0,9.0,-7.22128224318722,0,0.0,6.975777511961723,1.165686104369441,2.2929760552848246,3.3536123952535397,15,0.0739495798319327,0.1301595340592555,0.044406970207982,0.2150519969953035,0.080965909090909,0.1,0.0505617977528089,0.0555555555555555,0.0904829545454545,0.0847727272727272,0.4789915966386555,0.0529577464788732,25,54.134037
201,2021,0,0,0.0,0,0.0,0.0,0,2,3.0,0,0.0,0.0,0.0,-0.8548270971514285,0,38,56,467.0,0,1.0,0.0,595.0,178.0,22.0,15.397696799020858,0,0.0,9.93921096700114,2.010292180113152,2.562630047373576,4.80927930333123,10,0.1885521885521885,0.2491624790619765,0.1755424063116371,0.482158266077864,0.2266990291262136,0.0,0.231578947368421,0.2115384615384615,0.1133495145631068,0.1813592233009708,1.5723905723905724,0.1096067053513862,22,54.041927
227,2021,1,3,19.0,0,53.0,6.0,0,3,6.0,0,0.0,0.0,0.0,-3.3227411037660204,0,39,57,420.0,0,0.0,0.0,367.0,228.0,21.0,14.437597982451354,0,1.4615384615384617,11.562663150064246,1.5560284191381752,1.3135907568357783,3.2535561584923074,9,0.1686390532544378,0.1520928305014504,0.2321792260692464,0.3746328442828172,0.1993355481727574,0.0,0.2019230769230769,0.1858407079646017,0.0996677740863787,0.159468438538206,1.242603550295858,0.1222538890868067,22,53.43798
56,2021,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,25,41,264.0,3,0.0,0.0,427.0,62.0,13.0,9.85642905299566,0,0.0,13.441529824370816,1.041678834002754,1.462106331223863,2.585992682860835,14,0.0702054794520548,0.0970013630168105,0.0269448066058235,0.1829093095915306,0.0637527167350881,0.1,0.0570175438596491,0.0620155038759689,0.081876358367544,0.0710021733880705,0.4520547945205479,0.0483138871097992,27,52.727196
200,2021,0,0,0.0,0,0.0,0.0,0,10,32.0,0,0.0,0.0,3.0,-1.5066254753619432,0,33,57,299.0,2,0.0,0.0,549.0,151.0,13.0,-10.805154635583916,0,0.0,19.20792609647557,2.0478166560883144,2.1744616419832528,4.593848133520749,17,0.1153846153846153,0.1297872340425531,0.0873337189126662,0.2769067103109656,0.0834030683403068,0.1,0.0778443113772455,0.0802139037433155,0.0917015341701534,0.0867224546722454,0.6052631578947368,0.0552177601809954,22,52.67325
